labels,cnt
0,59
3,60
2,135
0,25
4,191
3,193
0,15
3,54
3,48
4,60
4,145
2,100
2,27
1,65
3,116
1,47
0,103
0,291
4,64
1,185
2,121
0,169
3,67
4,124
2,39
2,143
1,167
2,300
2,838
4,100
4,102
3,45
0,201
2,464
3,11
2,12
4,25
1,234
2,134
2,141
3,134
3,109
1,261
3,92
4,72
3,59
2,258
3,91
1,263
3,134
2,232
2,135
1,97
3,33
3,56
1,109
3,30
0,132
1,144
1,118
2,47
0,142
3,14
4,82
0,407
1,118
0,154
2,221
1,39
0,118
2,149
1,14
2,76
0,291
1,123
3,236
4,96
4,56
0,101
4,119
4,53
2,231
1,119
0,188
2,152
1,23
2,95
2,82
2,196
1,64
4,25
2,223
4,24
4,349
1,192
1,176
3,153
0,107
3,451
0,14
1,130
4,89
2,60
4,130
3,43
1,235
0,121
3,145
3,49
3,35
0,203
3,54
1,470
3,77
2,23
4,16
2,47
0,105
0,62
2,184
2,95
3,137
1,37
1,266
1,24
0,150
1,120
1,126
2,175
1,30
2,48
2,135
3,103
1,220
4,254
2,44
3,11
4,204
3,151
3,63
1,64
4,58
0,246
4,172
2,194
3,22
1,163
0,206
2,185
2,32
3,110
4,29
2,70
4,66
1,304
3,42
2,66
4,69
3,24
3,211
3,31
3,139
2,64
2,28
3,41
0,148
2,165
2,87
3,126
0,37
3,66
3,106
3,326
2,67
2,55
1,46
1,75
4,255
1,54
4,39
2,183
4,51
3,135
4,61
2,50
0,185
3,25
3,41
0,120
3,345
1,190
1,33
3,70
1,200
0,96
4,77
4,58
1,23
0,194
0,26
4,63
0,49
3,48
2,26
3,75
1,40
2,297
4,54
1,65
1,171
1,199
2,234
4,21
1,172
3,77
2,87
2,69
0,74
2,31
3,62
3,191
4,139
2,197
0,96
3,198
1,152
3,46
4,60
2,112
1,415
0,18
3,158
2,81
3,138
4,201
1,52
3,77
0,102
4,34
3,15
1,80
1,141
3,23
4,427
1,128
0,23
1,35
1,23
4,88
1,52
1,147
2,38
1,113
3,162
4,111
4,179
4,195
2,99
3,95
2,64
0,23
3,53
2,26
4,34
1,76
4,58
0,42
1,113
2,211
3,183
3,45
1,110
3,143
1,97
4,309
2,95
1,123
1,123
1,151
0,89
2,142
1,68
4,31
3,57
2,79
2,109
4,29
4,117
0,135
0,16
2,72
3,66
3,200
3,49
3,110
4,50
4,43
3,234
4,69
2,229
1,41
0,90
1,22
1,56
1,122
4,96
3,239
4,124
4,51
2,186
2,299
3,203
4,44
2,153
2,55
1,119
1,103
1,175
4,22
2,210
4,119
2,41
0,77
2,54
2,194
2,73
4,48
1,101
4,193
0,305
4,104
4,96
1,133
0,122
0,89
3,129
2,92
4,82
2,174
4,91
0,670
1,74
2,91
1,335
2,69
0,254
2,145
2,144
0,135
1,72
1,425
4,79
1,109
2,102
3,37
1,129
2,114
4,119
4,220
4,346
0,123
3,144
3,74
3,232
2,112
4,520
0,163
0,72
0,240
3,455
2,141
2,127
2,84
4,100
1,84
4,69
4,115
2,274
2,50
0,18
3,59
3,63
1,336
2,255
1,157
2,134
0,50
2,112
2,89
1,92
3,158
1,88
3,167
1,50
3,33
3,163
4,97
1,337
1,86
2,100
1,53
1,88
4,121
2,338
0,121
1,217
4,70
4,30
0,149
2,316
1,24
2,99
0,99
0,35
4,61
2,44
0,23
4,58
4,47
2,412
3,78
1,393
4,125
1,160
0,440
1,68
2,38
0,99
1,302
3,68
2,55
3,65
4,66
0,198
4,89
3,77
3,163
3,233
1,58
3,156
2,23
3,177
3,56
4,45
3,85
3,56
0,91
0,138
2,119
1,131
1,89
0,586
2,78
2,142
3,112
2,75
3,55
0,165
2,499
4,102
2,280
4,62
1,170
2,35
2,106
1,92
1,66
2,115
4,39
1,82
0,45
0,131
0,67
1,61
3,33
3,87
4,44
3,211
4,189
2,126
4,124
3,87
1,69
4,165
1,161
0,26
3,87
1,26
4,113
4,46
3,27
2,181
3,94
0,62
4,71
1,295
4,47
4,78
1,58
4,134
3,56
0,136
3,60
2,45
1,245
4,43
4,90
0,217
0,61
1,109
3,52
3,47
4,162
4,27
2,38
3,128
0,76
4,272
3,126
2,112
4,49
3,17
0,56
4,134
3,50
1,494
2,103
4,31
3,30
4,23
0,44
4,70
2,236
1,38
2,27
1,119
0,142
3,239
0,92
2,22
2,83
0,34
0,112
0,169
3,165
3,132
0,133
2,229
1,230
3,38
1,121
2,86
0,333
0,22
1,245
1,161
0,49
3,200
2,192
0,244
2,36
2,86
3,28
0,129
2,265
2,42
2,259
0,103
0,221
2,73
4,19
3,304
1,69
4,62
0,110
2,30
4,69
4,30
0,184
3,47
1,158
3,353
4,30
3,60
1,56
3,190
0,418
0,165
0,143
1,62
4,33
2,51
1,212
4,57
4,56
0,105
4,65
4,35
3,28
1,142
1,42
1,145
0,138
1,107
4,451
1,122
0,477
4,138
0,32
3,93
3,167
4,73
0,217
1,92
1,59
3,349
3,58
0,164
0,82
3,36
4,23
3,96
4,65
0,289
4,155
1,91
4,50
1,107
3,70
3,28
1,225
2,306
3,44
2,29
0,187
0,231
2,210
3,466
3,131
4,36
0,259
1,35
3,280
4,19
0,56
4,39
1,150
2,21
1,33
0,24
1,23
0,69
1,260
0,75
1,47
2,35
4,30
2,109
4,37
3,208
0,220
4,32
2,120
3,163
0,77
0,122
0,183
3,335
2,87
1,772
1,301
1,41
1,44
4,22
0,436
1,65
2,216
3,66
1,160
0,74
1,145
0,71
4,69
0,193
4,35
1,93
4,101
1,551
4,143
3,88
2,130
2,174
0,101
3,39
0,43
2,47
1,66
2,295
3,33
4,39
1,97
0,253
3,274
1,99
1,69
1,33
1,42
1,108
4,69
1,298
0,14
0,104
1,35
4,115
3,293
1,377
1,303
0,98
4,152
0,234
1,75
0,39
4,36
0,206
1,90
1,62
4,74
1,190
3,183
1,105
2,24
0,41
1,29
1,340
3,179
3,27
0,540
1,63
2,22
4,97
0,117
2,39
4,94
3,83
3,101
1,313
4,40
1,259
0,39
1,66
0,150
3,210
4,115
0,47
4,25
3,228
1,32
3,359
4,191
2,196
0,28
2,56
3,158
1,52
2,225
2,228
3,96
2,104
3,20
0,130
4,56
1,187
4,29
3,246
3,180
3,51
1,33
1,74
0,111
1,206
3,251
3,123
1,83
2,154
4,93
3,58
1,86
0,317
3,38
2,72
2,68
0,304
0,50
3,189
1,407
3,282
4,45
4,32
3,101
0,478
2,127
4,23
1,75
1,48
2,15
3,54
3,52
2,36
1,346
3,250
4,98
1,27
4,82
0,319
4,122
1,152
2,61
4,75
1,139
4,288
3,251
4,89
4,16
4,186
4,87
4,157
2,42
0,307
1,390
4,66
1,112
1,35
2,55
2,16
3,36
0,95
1,144
2,138
4,127
2,146
3,100
4,38
1,63
0,84
4,73
4,100
0,96
2,62
3,38
0,52
4,226
2,95
1,197
1,75
3,105
2,366
3,105
4,22
0,107
2,91
3,195
2,47
4,45
1,51
1,242
2,203
1,209
3,104
1,49
4,46
2,445
2,62
1,464
2,98
2,372
0,244
2,74
2,134
0,318
2,74
4,103
3,36
0,162
3,38
1,160
2,92
3,136
4,55
0,102
0,201
2,27
3,41
2,108
1,188
4,22
2,26
2,293
2,180
4,30
4,113
0,143
1,156
0,65
1,76
2,136
0,73
1,74
0,56
0,146
0,34
1,109
3,66
1,85
1,438
4,41
3,58
2,238
1,187
4,151
1,138
3,30
2,144
2,255
4,91
3,44
4,57
2,172
2,417
1,18
3,139
0,245
1,192
4,101
0,68
3,300
4,216
2,82
1,311
0,68
1,42
4,120
1,113
1,422
2,161
3,229
0,54
1,139
0,232
4,29
4,148
3,59
4,136
2,90
4,17
0,162
3,210
0,64
1,476
4,30
3,538
1,61
2,131
2,256
4,55
2,37
1,180
1,69
2,71
2,43
3,314
2,78
0,104
2,551
0,48
0,52
4,43
0,55
3,51
2,342
0,62
4,36
2,121
0,45
3,156
3,49
0,223
1,135
4,64
4,112
3,200
0,78
2,204
0,20
2,56
2,89
1,149
4,113
3,43
4,24
3,47
4,47
1,243
1,67
1,120
2,166
4,190
1,247
1,167
2,411
0,80
4,158
0,35
3,199
1,88
1,159
4,210
3,63
1,107
4,15
0,58
1,83
3,502
4,34
0,96
4,22
4,116
4,13
2,221
4,36
4,21
2,224
0,144
0,141
1,46
0,272
0,188
1,22
0,177
4,74
4,142
3,28
0,28
2,141
0,40
2,16
4,35
3,40
0,180
0,89
2,35
4,110
0,33
0,107
0,67
3,130
3,31
3,41
2,229
4,82
2,42
4,34
4,20
4,65
1,190
3,76
2,32
3,107
0,118
4,230
1,145
3,80
3,29
1,152
3,53
3,149
1,378
3,223
0,134
1,43
1,43
2,143
3,284
2,37
4,98
3,66
3,66
2,27
0,57
3,52
0,131
1,16
4,155
3,14
0,328
1,34
4,74
1,46
1,119
1,27
3,163
3,166
4,28
3,81
2,354
2,176
2,50
2,330
3,17
2,45
1,226
2,61
1,86
3,144
0,191
0,40
3,19
2,75
3,211
0,172
3,131
1,43
0,61
3,299
0,166
0,19
2,18
0,41
0,65
0,130
4,79
2,27
2,19
3,45
1,239
1,174
0,84
0,104
4,118
2,205
2,61
3,268
3,125
2,44
2,101
4,36
0,74
1,265
1,38
0,319
1,26
2,92
0,121
3,19
3,83
0,20
0,81
0,268
0,159
1,193
2,73
4,50
1,125
0,132
3,68
4,29
1,175
3,131
1,36
3,52
2,132
3,98
3,13
2,126
2,108
2,247
2,38
0,327
3,79
1,162
3,88
0,140
0,36
2,40
4,53
0,138
1,369
3,42
1,27
0,39
4,115
1,36
4,22
4,248
0,182
2,191
3,18
1,290
4,148
2,58
2,65
1,199
2,85
1,379
1,232
3,113
4,134
2,40
0,59
3,228
3,84
0,24
4,125
2,177
2,13
2,60
3,167
3,185
3,42
0,189
2,331
2,62
2,139
3,177
3,256
3,56
3,157
0,72
3,121
2,43
1,940
3,35
1,262
2,172
2,147
1,32
1,50
1,62
1,64
3,94
3,106
4,47
1,38
4,156
3,197
1,63
2,106
2,232
1,60
1,87
2,27
1,32
4,48
2,252
2,150
2,189
4,27
2,120
2,144
0,413
3,20
0,75
0,110
3,115
4,68
0,148
0,143
4,33
0,522
3,34
0,1021
0,41
0,102
2,91
4,70
0,231
2,188
2,403
0,173
3,215
0,46
1,82
1,43
4,48
4,40
1,215
4,46
4,21
0,127
3,94
0,248
0,17
2,92
2,71
1,154
3,129
4,23
0,147
3,49
3,97
0,459
0,46
4,218
3,325
1,26
2,56
3,103
0,34
1,72
3,70
2,38
3,105
1,59
4,62
0,144
2,99
4,214
4,45
3,14
3,21
2,160
1,202
0,161
3,40
4,40
2,32
1,30
0,65
1,65
3,63
3,125
2,339
3,214
0,40
1,38
0,184
3,76
3,242
1,41
4,138
3,322
1,103
1,49
0,191
2,362
2,540
0,184
3,26
2,42
2,17
1,853
1,114
1,232
4,43
3,17
1,131
0,129
3,20
1,105
4,38
3,44
0,88
3,34
3,233
2,34
0,75
0,345
3,98
3,144
1,342
2,221
0,103
2,284
0,57
2,74
2,207
2,64
2,79
1,510
0,47
1,378
2,103
4,84
2,80
1,125
1,178
0,133
3,127
0,192
2,17
4,244
3,60
4,172
2,194
0,82
3,204
3,167
0,333
0,92
0,131
1,101
4,327
3,69
4,173
4,75
1,116
1,259
2,196
1,117
4,24
3,77
3,65
3,116
1,205
3,143
2,127
4,45
1,101
4,173
4,28
3,28
2,54
1,24
2,221
2,253
2,298
1,150
3,91
0,52
0,87
1,57
0,118
0,276
3,31
2,659
2,447
2,26
0,359
3,115
1,53
1,139
4,17
0,32
0,53
1,232
0,33
4,31
2,95
0,229
1,305
4,143
3,17
1,35
0,288
2,17
2,125
3,52
3,411
0,123
1,249
0,133
3,309
0,74
3,133
4,37
2,94
0,302
3,109
0,60
0,41
3,118
1,224
2,109
1,444
1,145
2,118
2,45
3,34
4,19
0,39
1,653
4,176
0,162
2,42
2,67
1,151
3,12
3,121
2,68
0,28
0,81
4,33
2,128
3,114
0,25
2,191
1,75
4,74
4,339
4,24
0,178
3,188
0,135
1,191
3,94
1,103
4,168
0,21
4,102
3,53
4,123
0,219
1,82
0,35
2,34
2,43
4,27
0,118
1,280
3,39
4,140
4,117
2,97
2,298
0,83
1,148
1,95
3,36
2,853
4,67
2,224
4,38
1,23
2,150
3,58
2,87
4,237
1,196
3,30
1,72
2,228
4,25
2,271
4,50
2,80
0,210
0,134
0,163
3,121
3,102
3,81
4,40
2,53
2,51
0,292
1,30
0,42
2,139
2,35
2,175
3,354
3,45
2,182
3,138
1,97
3,107
1,270
1,73
4,41
4,121
4,85
1,185
0,89
4,72
2,263
2,140
0,19
4,62
4,41
2,215
3,942
0,166
0,262
3,64
2,17
0,346
3,126
2,25
0,160
0,66
2,45
3,244
1,65
1,232
0,61
4,28
2,95
2,250
4,62
3,47
0,53
3,24
3,37
0,90
1,103
3,100
0,28
0,72
4,91
2,130
1,81
0,142
4,106
1,380
1,200
4,21
3,414
1,212
0,780
3,84
0,98
2,322
1,893
0,59
4,22
1,273
2,31
1,131
0,32
1,176
3,287
2,493
0,131
4,172
3,197
3,122
0,327
1,149
4,101
1,159
4,49
4,27
0,244
0,69
1,74
2,99
0,295
1,29
3,51
1,108
3,51
2,111
0,24
2,149
0,51
4,39
4,40
0,14
4,31
1,173
0,151
3,25
4,255
1,76
0,50
4,48
4,51
2,68
2,92
3,50
0,51
3,145
2,29
1,69
1,143
0,121
3,69
4,39
3,35
3,132
1,154
3,32
1,41
0,122
3,50
0,31
4,54
2,106
4,105
1,27
3,64
3,61
0,229
1,227
1,106
2,201
3,56
0,152
0,131
2,63
1,128
0,397
3,24
3,100
0,94
4,26
3,25
4,42
0,33
0,499
4,76
3,106
0,229
2,167
3,166
1,108
0,769
4,177
2,106
2,155
4,114
4,42
1,49
0,147
4,19
0,177
0,14
2,133
4,152
0,61
0,74
1,176
1,209
3,99
2,87
2,50
1,437
3,184
4,53
2,100
2,39
4,25
1,249
2,104
2,57
4,111
3,84
4,46
1,61
1,310
0,32
2,490
3,273
2,76
3,73
2,62
3,53
3,97
4,59
4,73
1,45
2,121
1,23
3,40
3,150
0,380
4,54
1,39
2,158
0,199
1,40
1,49
2,37
2,111
1,496
2,790
0,48
1,40
4,247
0,220
2,39
1,205
4,28
2,138
0,103
1,135
0,166
2,50
1,105
1,109
0,36
2,175
4,528
1,172
3,32
3,32
3,40
0,181
3,20
1,132
2,138
4,81
4,109
4,28
0,27
1,348
3,342
3,124
0,62
1,48
2,40
2,135
2,31
1,161
3,28
4,88
4,65
1,130
3,75
2,63
0,58
1,28
1,118
2,55
4,617
3,60
3,168
3,138
4,107
0,267
3,48
1,183
2,38
1,228
3,47
4,157
4,125
1,231
3,95
2,165
4,51
2,24
1,467
3,31
2,40
3,52
2,245
2,154
2,170
4,30
1,66
3,103
2,121
3,151
3,229
0,24
1,134
1,161
0,19
0,382
1,116
4,12
2,193
0,163
3,44
4,130
1,58
1,66
2,110
1,35
0,16
1,118
3,343
0,217
4,134
4,40
2,110
1,31
3,177
4,46
2,211
1,64
3,202
4,77
2,73
2,69
0,607
1,110
0,143
4,79
2,167
3,154
3,177
3,22
4,43
1,130
4,105
1,254
2,143
1,62
3,76
0,40
4,85
1,176
4,69
2,132
2,37
3,100
3,167
4,70
1,296
4,66
1,268
0,396
1,95
4,26
2,284
0,438
2,41
3,225
1,122
2,49
1,280
1,18
1,53
3,258
4,93
1,24
4,100
2,167
2,124
3,119
0,283
3,85
4,22
2,10
2,272
4,84
2,115
1,303
1,58
2,222
3,234
2,376
1,189
2,119
0,74
0,108
2,77
1,138
1,142
0,66
3,123
4,99
1,227
2,170
4,57
4,98
0,227
4,58
3,34
3,134
3,50
1,190
4,62
2,97
0,135
1,52
2,102
2,127
3,24
0,276
4,38
1,405
1,225
2,123
3,29
3,54
3,35
4,18
0,94
2,243
1,77
1,93
3,39
3,33
2,35
2,52
2,29
3,56
2,153
1,103
3,71
1,18
0,60
2,475
0,21
3,185
4,44
3,30
1,107
4,55
1,55
1,95
1,53
2,32
1,260
3,36
1,48
0,79
1,30
4,68
1,105
4,42
1,422
0,268
1,162
2,210
3,55
2,63
2,267
3,109
3,126
3,52
4,15
2,19
1,193
2,94
0,18
4,18
4,37
0,55
1,95
0,142
4,31
0,35
0,398
0,431
3,95
3,92
3,85
2,15
3,684
0,196
2,195
4,61
2,225
0,275
4,439
2,63
1,247
0,34
4,110
0,63
4,120
3,71
4,30
0,37
1,182
1,200
4,112
2,122
1,161
0,52
0,104
3,40
4,217
2,102
0,117
1,84
1,34
3,111
0,70
4,50
2,129
4,33
0,98
2,79
0,767
1,61
3,311
4,111
0,176
3,25
0,60
0,38
2,272
0,217
3,58
1,44
1,93
3,173
4,22
1,117
3,49
0,73
4,71
3,29
0,227
4,116
4,22
4,261
0,193
3,424
0,31
1,152
3,88
1,470
4,71
1,79
4,28
2,113
2,55
3,87
1,50
1,101
2,120
0,154
0,165
4,91
1,250
1,162
2,198
4,58
1,126
3,315
4,15
2,49
2,277
0,132
0,50
2,234
4,236
0,105
0,53
2,138
1,57
3,68
1,264
1,83
3,23
4,107
3,24
1,79
0,143
0,120
2,103
3,45
0,416
2,91
0,122
1,232
0,63
2,96
2,19
2,36
2,331
2,114
0,114
4,34
4,82
4,84
2,252
3,174
0,21
2,299
3,24
3,66
2,63
3,21
4,34
1,60
4,97
3,76
4,198
4,45
3,64
3,95
3,117
2,25
1,285
0,79
1,123
1,337
4,49
4,104
3,81
2,98
3,48
1,49
0,46
3,67
4,85
3,281
2,64
3,140
2,117
2,196
2,111
2,34
0,31
0,197
1,35
3,8
4,84
0,215
2,109
2,57
0,77
1,291
4,222
4,369
1,319
0,106
2,160
2,120
1,110
1,158
3,118
1,41
2,128
1,164
3,26
4,27
3,117
3,44
3,99
0,168
4,215
2,234
0,241
1,155
1,116
1,55
4,31
0,261
0,21
0,108
1,34
0,185
3,132
4,135
0,28
4,24
4,130
0,28
1,308
0,51
2,135
1,706
4,107
0,19
1,85
3,103
4,36
4,83
2,203
1,126
4,116
4,45
0,80
3,204
0,191
0,328
0,329
3,51
2,558
4,73
4,23
1,49
4,24
1,122
3,141
4,27
0,85
0,53
4,52
2,30
1,49
1,222
3,20
1,35
0,318
2,249
0,42
0,53
1,245
4,56
4,37
2,40
4,24
2,825
1,52
1,88
4,80
0,53
3,108
2,226
4,115
3,119
3,37
2,92
0,736
3,176
2,37
2,461
4,61
0,130
0,256
0,75
3,25
3,107
0,21
2,86
1,500
4,42
1,137
4,51
1,148
2,325
1,94
1,248
4,76
2,120
4,85
2,58
4,60
2,255
3,82
3,187
2,392
0,153
1,225
3,33
3,150
1,42
0,444
3,31
2,178
4,36
3,31
0,117
0,551
4,43
3,36
0,372
3,318
0,41
4,33
0,112
3,43
0,98
2,237
4,29
3,64
3,138
4,53
2,15
0,212
3,34
4,52
2,75
4,67
4,317
2,356
2,73
0,80
0,178
0,53
4,49
1,83
0,184
1,50
1,14
4,19
0,204
1,44
3,65
4,145
2,167
2,107
2,73
2,313
0,63
4,35
4,98
0,102
0,54
3,36
1,70
3,154
3,103
1,72
4,118
2,88
4,87
2,129
4,21
2,221
4,70
0,388
1,137
3,163
1,135
2,94
1,14
2,120
1,396
4,143
4,73
3,300
3,183
1,39
0,54
3,155
1,137
0,131
0,21
2,165
1,190
2,179
4,62
2,40
0,239
0,180
1,23
0,62
1,78
1,80
2,278
1,54
2,21
2,31
3,193
3,81
4,37
2,27
2,36
3,136
0,222
3,26
1,238
1,144
3,74
3,134
0,140
3,20
4,83
4,21
2,207
2,162
2,94
4,85
0,80
0,156
4,73
0,70
1,77
1,177
0,136
0,40
1,34
4,255
4,108
3,73
4,20
0,198
4,48
0,100
0,109
4,30
4,168
3,12
0,53
3,71
0,85
4,86
3,96
0,165
2,116
2,41
1,350
2,297
4,80
1,77
3,62
4,63
1,54
1,69
0,123
3,45
1,44
2,109
1,318
3,26
2,28
1,159
4,299
2,117
1,77
0,89
2,369
3,35
0,22
0,45
2,174
2,952
2,57
3,113
0,98
2,31
4,124
4,67
1,58
3,27
3,127
4,49
3,42
1,219
4,155
1,63
4,171
0,167
3,229
0,66
0,101
1,71
0,165
4,95
0,186
2,302
4,92
1,58
3,95
1,75
4,96
3,27
4,68
0,73
0,106
2,151
0,150
3,40
3,23
3,541
2,250
4,68
1,50
3,53
2,52
2,34
4,21
3,124
2,72
4,53
1,391
0,155
4,44
4,63
0,114
0,56
4,62
2,101
2,148
1,269
3,133
3,72
1,124
3,95
0,187
0,58
3,27
2,51
4,38
2,122
3,83
1,35
4,24
0,35
4,65
4,77
2,251
1,156
3,32
0,39
0,367
3,95
1,127
1,24
2,96
1,175
2,42
2,179
4,132
2,203
4,96
2,250
4,132
4,19
0,139
0,488
2,123
1,101
0,199
2,169
0,130
4,72
2,202
2,78
3,86
1,77
2,200
4,96
4,52
3,115
1,204
3,63
3,33
3,155
3,119
1,73
4,63
0,38
2,355
3,194
1,555
0,205
0,42
4,56
2,32
4,80
3,148
2,117
0,89
2,66
3,127
1,53
3,121
4,146
3,95
0,98
2,44
3,158
0,69
2,39
0,59
2,112
2,266
3,34
4,40
2,152
4,19
3,27
1,81
4,227
1,44
1,25
3,208
4,103
4,330
4,74
1,654
1,30
0,901
3,86
3,43
1,116
1,195
3,124
0,84
1,70
1,144
0,183
3,199
0,123
1,965
4,138
2,91
4,74
0,228
4,254
3,27
3,28
1,117
1,162
3,35
4,58
0,28
0,209
4,32
3,110
2,92
1,160
3,118
1,80
3,63
3,101
2,21
0,155
0,21
0,280
1,56
3,19
1,230
4,46
3,86
3,81
0,25
1,158
4,46
0,376
3,24
2,11
3,39
1,104
4,10
4,99
3,225
4,26
1,54
1,565
1,98
2,129
1,49
0,72
4,119
3,32
0,247
0,23
0,94
4,93
4,77
2,98
2,32
0,113
2,76
2,133
1,99
1,140
2,175
2,18
1,203
1,149
2,47
3,69
4,171
2,26
3,35
3,16
2,99
4,40
0,614
4,223
0,71
2,25
3,76
1,924
4,39
2,143
3,91
1,18
2,111
4,85
4,67
4,42
2,32
0,74
0,37
3,23
3,67
4,185
3,40
1,100
4,155
3,56
1,238
2,137
0,141
1,49
0,93
4,44
2,48
1,82
3,81
3,95
1,71
1,440
0,261
0,493
4,73
4,54
4,117
2,157
3,66
0,58
1,78
3,180
3,20
4,121
3,97
0,34
2,48
0,276
0,140
4,58
4,40
2,65
0,80
4,86
2,102
1,206
4,239
0,176
0,30
2,60
1,148
3,59
0,89
3,145
0,73
1,132
4,37
2,386
4,64
1,100
1,345
4,15
3,42
2,150
4,368
4,22
0,181
3,20
2,137
3,149
3,142
0,362
2,192
4,67
1,31
1,85
1,182
1,64
4,44
1,102
1,63
1,65
3,69
1,34
4,21
3,122
4,185
1,261
1,28
2,174
3,125
3,121
4,75
0,135
0,55
1,91
2,64
1,93
0,184
2,115
3,34
2,333
1,116
1,43
1,68
0,136
2,120
4,89
1,149
2,95
0,162
3,31
4,45
3,107
2,452
4,22
1,42
4,62
2,94
2,85
0,84
4,44
2,31
4,22
4,28
4,23
1,222
0,78
2,56
0,151
1,55
4,147
4,180
3,82
4,40
1,269
1,124
2,104
3,102
4,105
1,138
3,29
1,22
4,66
0,86
0,113
4,73
4,85
1,74
2,152
4,525
1,203
3,71
3,154
0,96
1,99
1,339
1,388
1,71
0,130
2,202
2,85
0,352
0,36
4,31
3,332
3,136
1,185
2,281
1,59
0,236
0,117
3,113
3,122
2,271
3,72
3,41
1,167
2,25
3,59
3,298
0,102
4,213
2,39
0,160
3,100
0,69
0,127
4,32
1,23
0,63
0,102
1,90
2,180
4,400
2,83
0,245
0,79
0,29
0,413
1,22
2,175
2,122
3,119
0,44
2,28
1,71
4,55
0,225
4,19
3,198
1,258
0,263
2,78
4,115
1,64
2,77
3,164
0,73
0,63
1,41
2,153
1,54
0,34
1,236
0,100
1,163
0,64
2,32
0,276
2,58
1,144
3,78
1,68
0,85
2,223
1,191
4,97
3,95
2,191
3,223
2,177
1,128
4,59
3,82
1,63
4,36
4,33
4,62
0,86
2,34
3,131
2,122
4,43
0,96
4,59
4,51
2,47
3,223
4,11
3,149
2,157
4,81
0,43
3,47
3,40
0,119
4,53
2,82
1,199
0,24
2,350
1,31
1,106
2,71
1,57
3,36
2,96
3,124
3,24
0,182
1,321
4,28
4,41
2,115
1,68
3,37
4,131
1,113
4,33
3,42
2,222
0,208
4,25
3,50
2,64
4,40
0,96
0,294
1,72
1,16
1,445
2,55
4,68
0,405
1,511
4,46
3,331
3,16
1,297
2,288
4,44
4,49
0,462
3,134
2,52
1,72
4,29
2,45
3,12
4,96
4,121
2,35
3,49
1,24
0,488
0,34
4,177
0,188
0,7
4,161
1,83
2,95
1,289
4,28
1,61
2,175
4,41
0,53
1,260
0,18
4,18
0,246
3,301
0,130
0,72
4,87
3,334
4,52
1,107
0,116
1,240
4,40
2,366
0,64
0,114
4,59
3,39
0,140
3,71
2,131
1,117
0,35
3,45
4,169
1,85
3,204
4,91
0,54
1,179
3,22
0,364
0,77
4,26
0,21
4,101
3,179
4,117
3,121
0,57
4,140
2,55
3,58
2,68
1,33
2,84
0,69
3,107
0,107
4,45
1,80
4,34
1,92
2,268
2,79
1,61
1,29
0,435
3,36
4,89
4,21
4,37
3,14
1,97
0,34
1,216
4,157
2,378
0,60
0,253
1,61
1,95
4,55
1,232
4,150
1,41
4,107
3,13
1,26
0,437
2,290
3,63
0,72
0,254
3,98
0,181
2,176
2,257
1,86
0,59
3,128
1,51
3,51
3,80
1,80
3,88
4,48
3,39
3,33
1,91
0,968
0,122
3,22
3,89
4,84
1,269
3,231
4,155
3,117
0,86
2,18
4,61
2,122
3,24
0,84
4,30
0,25
1,148
1,177
3,132
2,158
2,124
4,53
1,46
4,84
1,136
2,327
2,27
4,67
2,131
4,22
2,104
3,221
0,27
1,125
3,100
3,174
4,193
1,101
0,47
0,69
4,50
1,189
1,132
1,79
2,106
2,98
3,119
2,432
0,170
4,102
3,49
4,66
1,190
4,39
2,152
2,231
2,208
3,13
1,175
3,85
3,136
2,46
1,39
4,174
3,25
3,17
2,126
4,21
2,22
3,48
1,91
0,31
2,283
4,28
0,348
3,22
4,37
1,120
3,129
3,120
0,79
1,122
0,33
2,275
1,25
2,62
3,116
2,21
2,188
3,70
3,38
4,99
3,32
3,180
1,244
2,31
3,213
1,307
2,94
4,53
4,33
4,97
2,123
1,99
0,95
3,49
4,42
2,162
1,108
3,87
2,44
2,70
2,181
0,98
4,48
2,209
3,134
0,43
4,101
4,138
0,291
1,216
3,446
3,34
4,195
2,63
0,144
0,78
2,24
0,19
4,76
4,215
0,40
3,98
0,35
3,43
4,42
4,85
0,74
1,90
0,247
0,143
3,87
3,87
4,59
4,61
4,48
2,198
1,326
1,209
2,115
4,196
0,98
3,249
2,68
0,76
0,70
4,33
3,34
3,382
4,23
4,84
1,26
4,14
1,242
3,135
2,34
4,94
0,254
2,39
0,184
0,60
3,276
2,14
4,37
4,30
1,103
1,190
3,187
1,141
1,304
2,39
2,286
1,238
1,27
2,184
1,49
4,73
4,103
1,373
0,106
4,176
4,36
0,57
3,107
2,45
4,166
1,49
1,54
3,80
2,57
1,331
3,24
2,111
4,26
2,107
3,26
3,29
0,335
0,137
0,98
3,66
3,102
3,458
1,45
2,147
0,47
0,132
0,73
1,216
3,38
0,249
4,110
2,59
3,55
0,115
3,40
1,36
4,44
0,169
3,197
1,126
0,153
4,22
0,189
2,168
4,107
0,72
2,41
4,73
1,115
3,24
1,82
0,129
0,255
0,156
4,248
2,32
1,41
4,14
4,28
1,81
0,118
3,39
0,134
2,27
3,69
3,184
2,91
4,66
2,59
4,32
2,297
0,78
3,39
4,158
2,331
2,335
3,102
2,42
1,123
3,304
3,16
3,100
2,18
0,74
4,25
3,71
0,94
2,200
4,104
1,76
0,73
0,4
0,201
2,238
0,80
0,58
2,31
3,129
3,71
0,94
3,19
